1/1/1970 02:00,model=SM-G950F_device=dreamlte,32.10497028,35.21098917,688.5,10,,,,01-01-70 02:00 AM:00,model=SM-G950F_device=dreamlte,32.10440265,35.20936276,692.5671285,10
1/1/1970 02:00,model=SM-G950F_device=dreamlte,32.10405911,35.21073576,699.4128109,10,,,,01-01-70 02:00 AM:00,model=SM-G950F_device=dreamlte,32.1044885,35.20978215,690.7387312,10
1/1/1970 02:00,model=SM-G950F_device=dreamlte,32.10402068,35.21065076,701.5447813,10,,כפי שניתן לראות התוצאות כמעט זהות,,01-01-70 02:00 AM:00,model=SM-G950F_device=dreamlte,32.10448627,35.20973884,690.8314271,10
1/1/1970 02:00,model=SM-G950F_device=dreamlte,32.10497028,35.21098917,688.5,10,,ורק ישנם הפרשים קטנים בין התוצאות,,01-01-70 02:00 AM:00,model=SM-G950F_device=dreamlte,32.10471058,35.20871506,687.3964524,10
1/1/1970 02:00,model=SM-G950F_device=dreamlte,32.10389471,35.21049492,704.5923732,10,,יכול להיות שההפרש נגרם מכמות ההאיברים,,01-01-70 02:00 AM:00,model=SM-G950F_device=dreamlte,32.10382435,35.21017168,703.7267119,10
12/5/2017 11:33,model=SM-G950F_device=dreamlte,32.1040155,35.21011763,701.1503044,2,, שנלקחו לממוצע המשוקלל,,12-05-17 11:33 AM:00,model=SM-G950F_device=dreamlte,32.10450058,35.20957927,689.5363184,2
12/5/2017 11:33,model=SM-G950F_device=dreamlte,32.10497028,35.21098917,688.5,1,,,,12-05-17 11:33 AM:00,model=SM-G950F_device=dreamlte,32.10336053,35.20974349,699.6276963,1
12/5/2017 11:33,model=SM-G950F_device=dreamlte,32.10387421,35.21033585,707.7406691,3,,,,12-05-17 11:33 AM:00,model=SM-G950F_device=dreamlte,32.10367564,35.21010452,708.8198127,3
12/5/2017 11:33,model=SM-G950F_device=dreamlte,32.10407807,35.21070612,700.62543,2,,,,12-05-17 11:33 AM:00,model=SM-G950F_device=dreamlte,32.10416828,35.20996118,699.6024711,2
12/5/2017 11:33,model=SM-G950F_device=dreamlte,32.10453353,35.2107948,696.9169256,2,,נלקחו פה רק ה 6 עמודות הראשונות של כל פתרון ,,12-05-17 11:33 AM:00,model=SM-G950F_device=dreamlte,32.13869991,34.99642867,348.7565811,2
